temp
69
69
68
68
66
66
66
66
66
64
64
64
62
64
62
62
62
62
GO
GO
GO
GO
GO
59
GO
59
59
59
59
57
57
57
57
57
57
57
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
53
SS
SS
SS
53
SS
SS
SS
SS
SS
57
57
57
59
GO
GO
62
62
64
66
66
68
68
68
69
69
69
69
69
69
69
ZL
ZL
ZL
ZL
ZL
ZL
ZL
ZL
69
ZL
69
69
ZL
69
69
69
69
69
69
68
68
68
68
66
66
66
66
66
64
66
64
64
64
64
64
64
64
62
62
62
62
62
62
62
62
62
62
64
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
GO
GO
GO
GO
GO
GO
GO
62
GO
GO
GO
GO
GO
GO
59
59
59
59
59
59
59
59
59
GO
GO
62
62
64
64
64
66
66
68
68
69
69
69
69
69
ZL
ZL
ZL
ZL
ZL
73
ZL
73
ZL
ZL
73
ZL
ZL
73
ZL
ZL
ZL
ZL
73
73
ZL
ZL
ZL
ZL
ZL
69
69
69
68
68
68
68
68
68
66
66
66
66
66
66
66
66
64
64
66
66
66
66
66
66
66
66
68
64
64
64
64
62
62
62
62
62
62
64
62
62
62
62
62
62
62
62
62
62
62
62
62
62
64
64
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
64
62
62
62
62
62
62
64
64
64
64
64
64
64
64
64
64
64
64
64
66
66
66
66
66
66
66
64
64
64
64
64
64
64
64
64
64
64
62
62
62
62
62
62
62
62
62
62
62
GO
GO
GO
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
59
GO
GO
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
GO
59
59
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
59
59
GO
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
57
59
57
57
57
57
57
57
57
57
SS
57
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
57
57
57
57
59
59
59
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
GO
GO
GO
GO
GO
GO
GO
59
59
59
59
59
57
57
57
SS
SS
SS
SS
SS
SS
SS
53
53
53
53
53
SS
53
53
SS
53
53
SS
53
53
53
53
53
53
53
51
51
51
51
51
51
51
51
51
51
51
50
50
50
50
50
50
50
50
50
50
50
50
50
51
51
53
53
SS
SS
SS
SS
57
57
57
59
59
59
59
59
59
59
59
59
59
59
59
59
GO
GO
59
59
59
GO
59
59
GO
59
59
59
59
59
59
59
57
59
57
59
57
57
57
57
57
57
57
SS
SS
57
SS
SS
SS
SS
SS
SS
SS
SS
53
53
53
53
53
53
51
51
51
51
51
51
51
51
50
50
50
50
50
50
50
50
50
50
49
49
49
49
49
49
49
50
50
50
50
51
51
53
53
53
53
SS
SS
SS
SS
57
57
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
GO
59
GO
59
GO
59
59
59
59
59
57
57
57
57
57
57
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
53
SS
53
53
53
53
53
53
53
53
53
53
53
51
53
53
53
51
51
51
51
53
51
51
51
53
51
51
53
53
53
53
53
53
53
53
53
53
53
53
SS
53
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
57
SS
SS
SS
57
SS
SS
57
57
SS
SS
57
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
57
SS
SS
57
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
SS
57
57
57
57
57
57
57
57
57
59
59
59
59
59
59
59
59
59
GO
GO
GO
GO
GO
GO
GO
62
62
62
62
62
62
62
62
62
62
62
GO
62
62
62
62
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
GO
59
59
59
59
59
GO
GO
59
GO
59
59
59
59
59
59
59
59
59
59
GO
59
GO
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
GO
GO
GO
GO
GO
GO
GO
62
62
64
64
64
64
